Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,מה הגיל שלך?,מה המין שלך?,מאיפה את/ה בארץ?,מה הסטטוס המשפחתי שלך?,מהי ההכנסה (נטו) ממוצעת שלך?,איך היית מתאר/ת את התפיסה העצמית ואת דימוי הגוף הנוכחיים שלך?,באיזו מידה את/ה חושב/ת שהסביבה משפיעה על תפיסת דימוי הגוף שלך?,האם את/ה חושב/ת שבובות ברבי משקפות במידה מספקת מגוון צורות וצבעים של נשים אמיתיות?,באיזו מידה לדעתך בובות הברבי משפיעות לטובה על התפיסה החברתית למודל יופי?,האם היית שוקל/ת לרכוש את בובות הברבי לילדים שלך? (באופן היפותטי במידה ואין לך ילדים),באיזו תדירות את/ה אוכל/ת מקדונלד'ס?,איך היית מתאר/ת את התפיסה הכללית שלך לגבי בריאות התפריט של מקדונלדס?,כמה קלוריות את/ה מעריך/ה שיש בהמבורגר בסיסי (לא בארוחה) של מקדונלדס?,האם את/ה מחשיב/ה כעת את מקדונלד'ס כאופציה בריאה יותר בהשוואה ללפני החשיפה הפרסומת?,האם סביר שתבחר/י במקדולנד'ס כארוחת צהריים?,כמה היית מוכן/ה לשלם על ארוחת המבורגר של מקדונלד'ס?,McDonald's,Barbie
3/11/2024 10:13,3/11/2024 10:17,IP Address,31.154.222.102,100,202,TRUE,3/11/2024 10:17,R_4SueKtdMIGKxloR,,,,,32.0803,34.7805,anonymous,HE,25-30,אישה,שרון,רווק/ה,"10,000-20,000 ₪",ניטראליים,במידה רבה,ניטראלי,במתינות,ניטראלי,אף פעם לא,מאוד לא בריא,500-600,כנראה שלא,לא סביר כלל,עד 40 ₪,new,old
3/11/2024 10:15,3/11/2024 10:18,IP Address,104.28.60.69,100,160,TRUE,3/11/2024 10:18,R_5M4IuQZIVRttz9a,,,,,31.2538,34.7858,anonymous,HE,25-30,גבר,צפון,נשוי/אה,"10,000-20,000 ₪",ניטראליים,במתינות,לא,בכלל לא,ניטראלי,לעיתים רחוקות,לא בריא,500-600,בהחלט לא,לא סביר,עד 60 ₪,old,old
3/11/2024 10:11,3/11/2024 10:19,IP Address,2.54.60.107,100,433,TRUE,3/11/2024 10:19,R_44XjNNgpq7cHuPD,,,,,32.0803,34.7805,anonymous,HE,מעל 50,גבר,גוש דן,נשוי/אה,"10,000-20,000 ₪",חיוביים,בכלל לא,לא,במידה מועטה,בכלל לא,לעיתים רחוקות,ניטראלי,500-600,כנראה שלא,לא סביר כלל,עד 50 ₪,new,old
3/11/2024 10:17,3/11/2024 10:20,IP Address,84.94.148.90,100,175,TRUE,3/11/2024 10:20,R_44CXIT9YtIUSRpI,,,,,32.1678,34.8205,anonymous,HE,25-30,אישה,שפלה,רווק/ה,"עד 5,000 ₪",ניטראליים,במתינות,לא,במידה מועטה,כנראה שכן,לעיתים רחוקות,מאוד לא בריא,300-400,כנראה שלא,ללא שינוי,עד 40 ₪,new,old
3/11/2024 10:13,3/11/2024 10:20,IP Address,2.54.47.86,100,407,TRUE,3/11/2024 10:20,R_4UgA0kP6d78gkyC,,,,,32.0803,34.7805,anonymous,HE,מעל 50,אישה,גוש דן,נשוי/אה,"10,000-20,000 ₪",חיוביים,מעט,בכלל לא,בכלל לא,בכלל לא,לעיתים רחוקות,ניטראלי,300-400,ניטראלי,ללא שינוי,עד 60 ₪,old,old
3/11/2024 10:12,3/11/2024 10:23,IP Address,77.137.65.175,100,605,TRUE,3/11/2024 10:23,R_8DXT4HOxKuETLM9,,,,,31.5,34.75,anonymous,HE,מעל 50,אישה,גוש דן,נשוי/אה,"7,500-10,000 ₪",ניטראליים,מעט,לא,במתינות,כנראה שכן,אף פעם לא,מאוד לא בריא,פחות מ-300,כנראה שלא,לא סביר כלל,עד 40 ₪,new,old
3/11/2024 10:21,3/11/2024 10:24,IP Address,87.70.77.126,100,161,TRUE,3/11/2024 10:24,R_4r8Goyve3l3Y209,,,,,32.0803,34.7805,anonymous,HE,18-25,אישה,שפלה,רווק/ה,אין לי הכנסה,ניטראליים,במתינות,לא,במתינות,כנראה שכן,לפעמים,ניטראלי,300-400,כנראה שכן,ללא שינוי,עד 40 ₪,new,new
3/11/2024 10:25,3/11/2024 10:27,IP Address,194.153.101.246,100,101,TRUE,3/11/2024 10:27,R_4PzCVXxZQ8GEYSl,,,,,32.1678,34.8205,anonymous,HE,25-30,גבר,דרום,רווק/ה,"5,000-7,500 ₪",שליליים,מעט,כן,במידה רבה,כנראה שכן,לעיתים רחוקות,לא בריא,300-400,כנראה שלא,לא סביר,עד 50 ₪,old,new
3/11/2024 10:25,3/11/2024 10:29,IP Address,84.229.165.202,100,196,TRUE,3/11/2024 10:29,R_1JsnJoQtycWNo8h,,,,,31.9011,34.8285,anonymous,HE,18-25,אישה,שפלה,רווק/ה,אין לי הכנסה,שליליים,במידה רבה,ניטראלי,במידה מועטה,כנראה שכן,לפעמים,לא בריא,300-400,כנראה שלא,ללא שינוי,עד 40 ₪,old,new
3/11/2024 10:32,3/11/2024 10:33,IP Address,79.179.246.220,100,100,TRUE,3/11/2024 10:33,R_4bWdSoaPMBj3AtW,,,,,32.0803,34.7805,anonymous,HE,18-25,אישה,שרון,רווק/ה,"עד 5,000 ₪",שליליים,במידה רבה,בכלל לא,במידה מועטה,כנראה שכן,לעיתים רחוקות,מאוד לא בריא,600-700,כנראה שלא,לא סביר,עד 40 ₪,new,old
3/11/2024 10:32,3/11/2024 10:35,IP Address,46.117.214.6,100,184,TRUE,3/11/2024 10:35,R_2CotltSYhcGyyM9,,,,,31.9286,34.807,anonymous,HE,מעל 50,אישה,שפלה,גרוש/ה,"5,000-7,500 ₪",שליליים,במידה רבה,ניטראלי,בכלל לא,כנראה שכן,לעיתים רחוקות,לא בריא,300-400,כנראה שלא,ללא שינוי,עד 50 ₪,new,old
3/11/2024 10:29,3/11/2024 10:35,IP Address,87.68.174.80,100,325,TRUE,3/11/2024 10:35,R_40MzQUJ2bEM73I8,,,,,32.3348,34.8596,anonymous,HE,18-25,אישה,שרון,רווק/ה,"עד 5,000 ₪",שליליים,מעט,לא,במתינות,ניטראלי,לעיתים רחוקות,לא בריא,300-400,כנראה שלא,לא סביר,עד 40 ₪,old,new
3/11/2024 10:32,3/11/2024 10:36,IP Address,77.137.74.153,100,211,TRUE,3/11/2024 10:36,R_2jexXxjczlFC8MZ,,,,,32.0803,34.7805,anonymous,HE,40-50,אישה,שפלה,גרוש/ה,"5,000-7,500 ₪",שליליים מאוד,במידה רבה,בכלל לא,בכלל לא,כנראה שלא,לעיתים רחוקות,ניטראלי,500-600,כנראה שלא,לא סביר,עד 40 ₪,old,new
3/11/2024 10:36,3/11/2024 10:38,IP Address,5.29.20.127,100,148,TRUE,3/11/2024 10:38,R_7DIlss9DM2Fv5us,,,,,32.0821,34.8122,anonymous,HE,25-30,גבר,שפלה,רווק/ה,"10,000-20,000 ₪",חיוביים מאוד,במתינות,ניטראלי,במידה רבה,כנראה שכן,לפעמים,ניטראלי,600-700,ניטראלי,לא סביר,עד 60 ₪,old,old
3/11/2024 10:37,3/11/2024 10:40,IP Address,93.172.42.231,100,145,TRUE,3/11/2024 10:40,R_2KSKKPLLdzf6MoV,,,,,32.0803,34.7805,anonymous,HE,25-30,גבר,שרון,רווק/ה,אין לי הכנסה,חיוביים,במתינות,בכלל לא,בכלל לא,כנראה שלא,לעיתים רחוקות,מאוד לא בריא,300-400,כנראה שלא,לא סביר כלל,עד 50 ₪,new,old
3/11/2024 10:38,3/11/2024 10:40,IP Address,109.186.119.71,100,125,TRUE,3/11/2024 10:40,R_4vMuC34tcvF18pH,,,,,32.0803,34.7805,anonymous,HE,25-30,אישה,גוש דן,רווק/ה,אין לי הכנסה,חיוביים,במתינות,ניטראלי,במידה רבה,כנראה שכן,לעיתים רחוקות,מאוד לא בריא,500-600,בהחלט לא,לא סביר,עד 40 ₪,new,old
3/11/2024 10:37,3/11/2024 10:40,IP Address,5.29.244.65,100,181,TRUE,3/11/2024 10:40,R_5dsBIp2BFxbl5wa,,,,,32.0803,34.7805,anonymous,HE,18-25,אישה,שפלה,רווק/ה,"עד 5,000 ₪",חיוביים,מעט,בכלל לא,במידה מועטה,כנראה שכן,לעיתים רחוקות,מאוד לא בריא,300-400,בהחלט לא,לא סביר כלל,עד 40 ₪,new,new
3/11/2024 10:39,3/11/2024 10:41,IP Address,109.253.164.78,100,121,TRUE,3/11/2024 10:41,R_4QhJerwFxxQNtEX,,,,,32.0803,34.7805,anonymous,HE,מעל 50,אישה,שפלה,נשוי/אה,"5,000-7,500 ₪",ניטראליים,במתינות,לא,בכלל לא,כנראה שכן,לעיתים רחוקות,לא בריא,600-700,ניטראלי,לא סביר,עד 40 ₪,new,new
3/11/2024 10:40,3/11/2024 10:42,IP Address,2.54.60.102,100,74,TRUE,3/11/2024 10:42,R_21yVhK733ydZ1XL,,,,,32.0803,34.7805,anonymous,HE,25-30,אישה,שפלה,רווק/ה,"עד 5,000 ₪",ניטראליים,במידה רבה,לא,במידה מועטה,כנראה שכן,לפעמים,ניטראלי,500-600,ניטראלי,ללא שינוי,עד 60 ₪,new,old
3/11/2024 10:40,3/11/2024 10:43,IP Address,188.64.206.52,100,136,TRUE,3/11/2024 10:43,R_4P8dRTfTJljhWPp,,,,,32.0803,34.7805,anonymous,HE,מעל 50,אישה,שפלה,נשוי/אה,"10,000-20,000 ₪",חיוביים,מעט,בכלל לא,בכלל לא,כנראה שלא,לפעמים,מאוד לא בריא,600-700,בהחלט לא,לא סביר,עד 60 ₪,new,old
3/11/2024 10:41,3/11/2024 10:44,IP Address,77.137.75.44,100,166,TRUE,3/11/2024 10:44,R_7URnpm2q8zyk6yd,,,,,32.0803,34.7805,anonymous,HE,30-40,אישה,שפלה,נשוי/אה,"מעל 20,000 ₪",חיוביים מאוד,במידה רבה,כן,במידה מועטה,כנראה שכן,בתדירות גבוהה,לא בריא,500-600,כנראה שלא,ללא שינוי,עד 50 ₪,new,old
3/11/2024 10:45,3/11/2024 10:47,IP Address,2.54.55.229,100,127,TRUE,3/11/2024 10:47,R_4PmRTEiwOrBLXvr,,,,,32.0803,34.7805,anonymous,HE,מעל 50,אישה,שפלה,נשוי/אה,"7,500-10,000 ₪",ניטראליים,במתינות,בכלל לא,במתינות,כנראה שכן,אף פעם לא,מאוד לא בריא,600-700,כנראה שלא,לא סביר כלל,עד 40 ₪,old,new
3/11/2024 10:48,3/11/2024 10:52,IP Address,109.253.199.246,100,195,TRUE,3/11/2024 10:52,R_2PbgJ4V32DcfJrG,,,,,32.0803,34.7805,anonymous,HE,25-30,אישה,גוש דן,רווק/ה,"7,500-10,000 ₪",חיוביים,במידה רבה,ניטראלי,במידה מועטה,כנראה שכן,לעיתים רחוקות,ניטראלי,300-400,ניטראלי,לא סביר כלל,עד 50 ₪,new,old
3/11/2024 10:48,3/11/2024 10:53,IP Address,5.29.21.199,100,260,TRUE,3/11/2024 10:53,R_2NAlJQWby8xSGTD,,,,,32.0821,34.8122,anonymous,HE,18-25,אישה,גוש דן,רווק/ה,אין לי הכנסה,שליליים,במתינות,לא,במידה מועטה,כנראה שלא,לפעמים,לא בריא,500-600,ניטראלי,לא סביר,עד 50 ₪,new,old
3/11/2024 10:51,3/11/2024 10:53,IP Address,5.29.20.117,100,115,TRUE,3/11/2024 10:53,R_5ZDmXszy0IYSsZP,,,,,32.0821,34.8122,anonymous,HE,30-40,אישה,דרום,גרוש/ה,"עד 5,000 ₪",ניטראליים,מעט,לא,באופן מוחלט,בכלל לא,אף פעם לא,מאוד לא בריא,500-600,בהחלט לא,לא סביר כלל,עד 40 ₪,old,new
3/11/2024 10:51,3/11/2024 10:54,IP Address,2.54.62.179,100,182,TRUE,3/11/2024 10:54,R_45t0jRwWkJ4JGN2,,,,,32.0803,34.7805,anonymous,HE,25-30,גבר,גוש דן,רווק/ה,"7,500-10,000 ₪",חיוביים,במידה רבה,לא,במתינות,כנראה שכן,אף פעם לא,ניטראלי,300-400,כנראה שלא,לא סביר כלל,עד 40 ₪,new,old
3/11/2024 10:32,3/11/2024 10:55,IP Address,2.52.73.197,100,1403,TRUE,3/11/2024 10:55,R_7Rs282KLbV2DchH,,,,,32.0123,34.7705,anonymous,HE,18-25,אישה,גוש דן,רווק/ה,"עד 5,000 ₪",חיוביים,מעט,כן,במידה רבה,כנראה שכן,בתדירות גבוהה,לא בריא,300-400,בהחלט כן,סביר מאוד,עד 60 ₪,new,old
3/11/2024 10:55,3/11/2024 10:56,IP Address,2.53.182.141,100,73,TRUE,3/11/2024 10:56,R_8JemdlvPvvs3nl3,,,,,32.0803,34.7805,anonymous,HE,30-40,גבר,שפלה,נשוי/אה,"10,000-20,000 ₪",חיוביים,במידה רבה,בכלל לא,במידה מועטה,כנראה שלא,לפעמים,לא בריא,יותר מ-700,ניטראלי,ללא שינוי,עד 50 ₪,old,old
3/11/2024 10:54,3/11/2024 10:57,IP Address,80.246.130.48,100,150,TRUE,3/11/2024 10:57,R_58WmJwHEOLXUDm1,,,,,32.0803,34.7805,anonymous,HE,מתחת ל-18,אישה,שפלה,רווק/ה,"עד 5,000 ₪",שליליים מאוד,במידה רבה,לא,במידה רבה,כנראה שלא,בתדירות גבוהה,מאוד לא בריא,יותר מ-700,בהחלט לא,לא סביר,עד 40 ₪,new,old
3/11/2024 10:55,3/11/2024 10:59,IP Address,192.116.181.110,100,195,TRUE,3/11/2024 10:59,R_478xZZGl2l0eWaF,,,,,32.0123,34.7705,anonymous,HE,40-50,אישה,גוש דן,נשוי/אה,"7,500-10,000 ₪",חיוביים,במידה רבה,בכלל לא,במידה רבה,כנראה שכן,לעיתים רחוקות,מאוד לא בריא,500-600,בהחלט לא,סביר,עד 40 ₪,old,new
3/11/2024 10:55,3/11/2024 11:00,IP Address,5.29.9.208,100,288,TRUE,3/11/2024 11:00,R_2QFkPYAUmSs4ox2,,,,,32.0803,34.7805,anonymous,HE,40-50,אישה,שפלה,נשוי/אה,"10,000-20,000 ₪",ניטראליים,בכלל לא,לא,במידה רבה,כנראה שלא,אף פעם לא,לא בריא,500-600,ניטראלי,לא סביר כלל,עד 40 ₪,old,new
3/11/2024 11:00,3/11/2024 11:04,IP Address,87.70.9.174,100,215,TRUE,3/11/2024 11:04,R_4L7lLarJWoerDKx,,,,,32.0803,34.7805,anonymous,HE,25-30,אישה,דרום,רווק/ה,"10,000-20,000 ₪",חיוביים,במתינות,לא,במתינות,כנראה שכן,בתדירות גבוהה,לא בריא,500-600,כנראה שלא,לא סביר,עד 40 ₪,new,new
3/11/2024 11:04,3/11/2024 11:06,IP Address,141.226.93.254,100,119,TRUE,3/11/2024 11:06,R_4E11Df2O1UEEBIZ,,,,,32.1033,34.8879,anonymous,HE,25-30,אישה,גוש דן,רווק/ה,"5,000-7,500 ₪",חיוביים,במידה רבה,לא,במתינות,כנראה שכן,בתדירות גבוהה,לא בריא,500-600,ניטראלי,ללא שינוי,עד 60 ₪,old,old
3/11/2024 11:05,3/11/2024 11:06,IP Address,2.54.62.253,100,65,TRUE,3/11/2024 11:06,R_4doi8fnVdgo4il3,,,,,32.0803,34.7805,anonymous,HE,מתחת ל-18,אישה,גוש דן,רווק/ה,"עד 5,000 ₪",חיוביים,במידה רבה,ניטראלי,במתינות,ניטראלי,לפעמים,מאוד לא בריא,600-700,כנראה שלא,לא סביר כלל,עד 40 ₪,old,old
3/11/2024 10:59,3/11/2024 11:07,IP Address,2.54.166.22,100,480,TRUE,3/11/2024 11:07,R_4AGIZzBCQ2SX7Wh,,,,,32.0803,34.7805,anonymous,HE,מעל 50,גבר,צפון,נשוי/אה,"מעל 20,000 ₪",חיוביים,במידה רבה,לא,במידה רבה,ניטראלי,לעיתים רחוקות,לא בריא,300-400,כנראה שלא,סביר,עד 50 ₪,old,new
3/11/2024 11:04,3/11/2024 11:07,IP Address,2.54.182.170,100,140,TRUE,3/11/2024 11:07,R_4iJYmM6khWgjWLL,,,,,32.0803,34.7805,anonymous,HE,מתחת ל-18,אישה,גוש דן,רווק/ה,"עד 5,000 ₪",חיוביים,מעט,בכלל לא,במידה מועטה,כנראה שכן,לפעמים,מאוד לא בריא,500-600,בהחלט לא,לא סביר כלל,עד 50 ₪,old,new
3/11/2024 11:06,3/11/2024 11:10,IP Address,188.64.207.118,100,231,TRUE,3/11/2024 11:10,R_4lWFlEcAbb2zJ2v,,,,,32.0803,34.7805,anonymous,HE,18-25,אישה,גוש דן,רווק/ה,אין לי הכנסה,חיוביים,במידה רבה,בכלל לא,במתינות,כנראה שכן,לעיתים רחוקות,ניטראלי,300-400,כנראה שלא,לא סביר,עד 40 ₪,old,new
3/11/2024 11:08,3/11/2024 11:10,IP Address,31.168.211.62,100,147,TRUE,3/11/2024 11:10,R_46Hfznz1GVaaRix,,,,,32.1033,34.8879,anonymous,HE,18-25,גבר,גוש דן,רווק/ה,"7,500-10,000 ₪",ניטראליים,במידה רבה,ניטראלי,במתינות,כנראה שלא,לפעמים,לא בריא,300-400,כנראה שלא,ללא שינוי,עד 60 ₪,old,old
3/11/2024 11:12,3/11/2024 11:14,IP Address,192.114.23.232,100,114,TRUE,3/11/2024 11:14,R_6nks8o8VE9rGDyE,,,,,32.0803,34.7805,anonymous,HE,25-30,גבר,גוש דן,נשוי/אה,אין לי הכנסה,ניטראליים,מעט,לא,בכלל לא,באופן וודאי,באופן קבוע,מאוד לא בריא,יותר מ-700,כנראה שלא,סביר מאוד,עד 60 ₪,new,new
3/11/2024 11:12,3/11/2024 11:15,IP Address,80.246.130.39,100,197,TRUE,3/11/2024 11:15,R_4Pj9NLVRoBBCeeQ,,,,,32.0803,34.7805,anonymous,HE,18-25,אישה,גוש דן,רווק/ה,אין לי הכנסה,שליליים,במידה רבה,לא,במידה מועטה,כנראה שלא,בתדירות גבוהה,מאוד לא בריא,500-600,כנראה שלא,סביר,עד 50 ₪,old,old
3/11/2024 11:13,3/11/2024 11:16,IP Address,147.235.215.189,100,165,TRUE,3/11/2024 11:16,R_4pQi4F2BKoL5IiK,,,,,32.816,34.9821,anonymous,HE,מעל 50,אישה,צפון,נשוי/אה,"מעל 20,000 ₪",חיוביים,במתינות,בכלל לא,בכלל לא,ניטראלי,אף פעם לא,לא בריא,500-600,כנראה שלא,לא סביר כלל,עד 40 ₪,new,old
3/11/2024 11:16,3/11/2024 11:19,IP Address,2.53.165.34,100,149,TRUE,3/11/2024 11:19,R_4q5pyQLciy5sfzr,,,,,32.0803,34.7805,anonymous,HE,18-25,גבר,צפון,רווק/ה,"עד 5,000 ₪",ניטראליים,מעט,בכלל לא,בכלל לא,ניטראלי,לפעמים,מאוד לא בריא,500-600,כנראה שלא,ללא שינוי,עד 40 ₪,old,old
3/11/2024 11:16,3/11/2024 11:19,IP Address,132.76.61.53,100,141,TRUE,3/11/2024 11:19,R_1r3XaW4pCsYq9Rn,,,,,31.9011,34.8285,anonymous,HE,מעל 50,אישה,שפלה,נשוי/אה,"10,000-20,000 ₪",חיוביים,מעט,בכלל לא,בכלל לא,כנראה שלא,לעיתים רחוקות,מאוד לא בריא,פחות מ-300,כנראה שלא,לא סביר כלל,עד 40 ₪,new,old
3/11/2024 11:15,3/11/2024 11:19,IP Address,141.226.239.62,100,255,TRUE,3/11/2024 11:19,R_8oNgBLQ9Ou1wTmu,,,,,32.0803,34.7805,anonymous,HE,18-25,גבר,גוש דן,רווק/ה,"עד 5,000 ₪",חיוביים,במידה רבה,כן,במידה מועטה,ניטראלי,לפעמים,לא בריא,300-400,כנראה שלא,לא סביר,עד 40 ₪,old,old
3/11/2024 11:17,3/11/2024 11:19,IP Address,207.232.22.92,100,145,TRUE,3/11/2024 11:19,R_73QwSC7mngOvGRr,,,,,32.0123,34.7705,anonymous,HE,40-50,אישה,שפלה,נשוי/אה,"10,000-20,000 ₪",ניטראליים,בכלל לא,ניטראלי,במידה מועטה,כנראה שכן,לעיתים רחוקות,לא בריא,500-600,ניטראלי,לא סביר,עד 50 ₪,new,new
3/11/2024 11:20,3/11/2024 11:23,IP Address,81.218.80.2,100,203,TRUE,3/11/2024 11:23,R_4yhdN5aero7HJF7,,,,,31.9011,34.8285,anonymous,HE,מעל 50,אישה,שפלה,נשוי/אה,"7,500-10,000 ₪",חיוביים,בכלל לא,לא,במידה מועטה,כנראה שלא,אף פעם לא,מאוד לא בריא,500-600,כנראה שלא,לא סביר כלל,עד 40 ₪,new,old
3/11/2024 11:21,3/11/2024 11:26,IP Address,85.250.212.163,100,256,TRUE,3/11/2024 11:26,R_4GoS1dSG9r7g9Dr,,,,,32.0803,34.7805,anonymous,HE,25-30,אישה,גוש דן,רווק/ה,"10,000-20,000 ₪",חיוביים,במידה רבה,לא,במידה מועטה,כנראה שלא,לעיתים רחוקות,לא בריא,500-600,כנראה שלא,לא סביר,עד 50 ₪,new,new
3/11/2024 11:26,3/11/2024 11:29,IP Address,199.203.203.233,100,154,TRUE,3/11/2024 11:29,R_2JvF2faZn19pxkZ,,,,,32.0837,34.8282,anonymous,HE,30-40,גבר,גוש דן,רווק/ה,"10,000-20,000 ₪",חיוביים,במתינות,ניטראלי,במידה מועטה,ניטראלי,לפעמים,ניטראלי,300-400,כנראה שכן,לא סביר,עד 40 ₪,new,new
3/11/2024 11:26,3/11/2024 11:30,IP Address,84.228.153.240,100,242,TRUE,3/11/2024 11:30,R_4zvbS823IysQFLr,,,,,31.9011,34.8285,anonymous,HE,מעל 50,אישה,שפלה,גרוש/ה,"5,000-7,500 ₪",ניטראליים,במתינות,בכלל לא,במתינות,בכלל לא,לעיתים רחוקות,ניטראלי,500-600,כנראה שלא,לא סביר,עד 40 ₪,new,old
3/11/2024 11:33,3/11/2024 11:35,IP Address,5.29.229.162,100,140,TRUE,3/11/2024 11:35,R_2xJ507CU1wHUQ25,,,,,32.0123,34.7705,anonymous,HE,40-50,אישה,צפון,נשוי/אה,"מעל 20,000 ₪",חיוביים,במידה רבה,בהחלט כן,במידה מועטה,כנראה שכן,לפעמים,ניטראלי,פחות מ-300,כנראה שלא,סביר,עד 40 ₪,new,old
3/11/2024 11:45,3/11/2024 11:46,IP Address,109.67.33.141,100,68,TRUE,3/11/2024 11:46,R_4VPJMFLyfNnbMg4,,,,,32.1471,34.8503,anonymous,HE,18-25,גבר,שרון,רווק/ה,אין לי הכנסה,שליליים,מעט,לא,במידה מועטה,כנראה שלא,לפעמים,לא בריא,יותר מ-700,בהחלט לא,ללא שינוי,עד 50 ₪,old,new
3/11/2024 11:49,3/11/2024 11:50,IP Address,2.52.77.16,100,78,TRUE,3/11/2024 11:50,R_4eqGVXFuyIZPRIJ,,,,,32.0803,34.7805,anonymous,HE,30-40,גבר,גוש דן,נשוי/אה,"מעל 20,000 ₪",חיוביים,מעט,לא,במתינות,ניטראלי,לעיתים רחוקות,לא בריא,600-700,כנראה שלא,לא סביר כלל,עד 40 ₪,old,old
